,user_id,score,indicator
349,2000349,-0.248011587,Untarget
350,2000350,-1.078540925,Untarget
351,2000351,0.456526966,Target
352,2000352,-1.402213542,Untarget
353,2000353,-1.776423783,Untarget
354,2000354,2.010400017,Target
355,2000355,0.044917183,Target
356,2000356,-1.62124232,Untarget
357,2000357,-0.453152363,Untarget
358,2000358,0.072795139,Target
359,2000359,-0.29980347,Untarget
360,2000360,0.295354504,Target
361,2000361,-0.510559875,Untarget
362,2000362,2.794523825,Target
363,2000363,-0.195712908,Untarget
364,2000364,2.979234592,Target
365,2000365,0.815727341,Target
366,2000366,0.261619334,Target
367,2000367,1.740876745,Target
368,2000368,2.792296065,Target
369,2000369,3.716156973,Target
370,2000370,2.170721581,Target
371,2000371,0.418325773,Target
372,2000372,0.472783354,Target
373,2000373,4.516748594,Target
374,2000374,1.747120014,Target
375,2000375,-1.334340827,Untarget
376,2000376,1.147532415,Target
377,2000377,-0.01411397,Untarget
378,2000378,0.796181212,Target
379,2000379,-0.830239892,Untarget
380,2000380,0.140421178,Target
381,2000381,3.720453839,Target
382,2000382,0.173576778,Target
383,2000383,-1.391534861,Untarget
384,2000384,-4.470213624,Untarget
385,2000385,-0.139806347,Untarget
386,2000386,0.317761827,Target
387,2000387,0.604645677,Target
388,2000388,-0.008749004,Untarget
389,2000389,0.748550777,Target
390,2000390,1.053884089,Target
391,2000391,0.287703145,Target
392,2000392,3.377709524,Target
393,2000393,1.380150128,Target
394,2000394,0.859789058,Target
395,2000395,0.35010407,Target
396,2000396,1.466600054,Target
397,2000397,3.397296481,Target
398,2000398,0.149818281,Target
399,2000399,-0.102235233,Untarget
400,2000400,1.568753008,Target
401,2000401,-1.474645646,Untarget
402,2000402,-0.020076715,Untarget
403,2000403,-0.777190294,Untarget
404,2000404,-1.423283037,Untarget
405,2000405,2.415584568,Target
406,2000406,1.198913658,Target
407,2000407,0.804257724,Target
408,2000408,1.76541406,Target
409,2000409,-2.455408909,Untarget
410,2000410,1.193445808,Target
411,2000411,0.530100056,Target
412,2000412,0.792080655,Target
413,2000413,-0.529369811,Untarget
414,2000414,-0.185433926,Untarget
415,2000415,-0.627974125,Untarget
416,2000416,-3.037217951,Untarget
417,2000417,0.93113259,Target
418,2000418,1.087296421,Target
419,2000419,-2.197910019,Untarget
420,2000420,1.555413678,Target
421,2000421,-0.935307635,Untarget
422,2000422,0.694127393,Target
423,2000423,-0.173214931,Untarget
424,2000424,0.876758077,Target
425,2000425,0.397645266,Target
426,2000426,1.495127059,Target
427,2000427,0.793783864,Target
428,2000428,-0.072356141,Untarget
429,2000429,1.109027819,Target
430,2000430,0.014511259,Target
431,2000431,4.248233381,Target
432,2000432,-0.951591671,Untarget
433,2000433,0.731772046,Target
434,2000434,0.028080253,Target
435,2000435,1.373063164,Target
436,2000436,0.120231836,Target
437,2000437,-0.012597073,Untarget
438,2000438,0.712163451,Target
439,2000439,0.47131484,Target
440,2000440,-0.351179471,Untarget
441,2000441,-0.117012348,Untarget
442,2000442,-0.545951543,Untarget
443,2000443,0.900021772,Target
444,2000444,1.075131647,Target
445,2000445,-1.315334397,Untarget
446,2000446,0.23348286,Target
447,2000447,0.449914565,Target
448,2000448,1.023455597,Target
449,2000449,2.301766574,Target
450,2000450,1.388496704,Target
451,2000451,2.136470053,Target
452,2000452,1.520874494,Target
453,2000453,1.151729386,Target
454,2000454,0.149865851,Target
455,2000455,-0.529460678,Untarget
456,2000456,1.125513654,Target
457,2000457,-0.290471508,Untarget
458,2000458,-1.438559807,Untarget
459,2000459,1.226400716,Target
460,2000460,1.314570749,Target
461,2000461,2.000601812,Target
462,2000462,2.861800669,Target
463,2000463,2.009237844,Target
464,2000464,-1.314012156,Untarget
465,2000465,-0.898260557,Untarget
466,2000466,1.065369981,Target
467,2000467,0.223538802,Target
468,2000468,0.633251354,Target
469,2000469,-0.83346153,Untarget
470,2000470,-0.967318615,Untarget
471,2000471,-0.039965803,Untarget
472,2000472,-0.090859205,Untarget
473,2000473,-1.155490347,Untarget
474,2000474,1.638561565,Target
475,2000475,-2.190330632,Untarget
476,2000476,-0.135622256,Untarget
477,2000477,-1.776423783,Untarget
478,2000478,0.776492275,Target
479,2000479,-0.276061633,Untarget
480,2000480,0.826653738,Target
481,2000481,-1.288316234,Untarget
482,2000482,-0.143529611,Untarget
483,2000483,-1.924361637,Untarget
484,2000484,0.062854567,Target
485,2000485,0.015424425,Target
486,2000486,-0.824959245,Untarget
487,2000487,1.444404718,Target
488,2000488,-0.088922935,Untarget
489,2000489,-0.395922292,Untarget
490,2000490,0.115618205,Target
491,2000491,0.254254591,Target
492,2000492,0.059314608,Target
493,2000493,0.758119704,Target
494,2000494,-0.339338789,Untarget
495,2000495,-0.570087555,Untarget
496,2000496,1.411722772,Target
497,2000497,2.363080347,Target
498,2000498,0.346334995,Target
499,2000499,2.659353072,Target
500,2000500,0.466087749,Target
501,2000501,2.034849635,Target
502,2000502,-0.79859739,Untarget
503,2000503,-0.102659558,Untarget
504,2000504,3.346570326,Target
505,2000505,-0.319470834,Untarget
506,2000506,-0.158560926,Untarget
507,2000507,-1.210408266,Untarget
508,2000508,0.110800215,Target
509,2000509,-0.253638763,Untarget
510,2000510,2.437273618,Target
511,2000511,1.42446615,Target
512,2000512,0.160333832,Target
513,2000513,0.946710516,Target
514,2000514,-1.208993934,Untarget
515,2000515,0.032146464,Target
516,2000516,-0.074506711,Untarget
517,2000517,-2.100805694,Untarget
518,2000518,-1.01748681,Untarget
519,2000519,-0.088697291,Untarget
520,2000520,-1.502256192,Untarget
521,2000521,0.099076796,Target
522,2000522,1.557951965,Target
523,2000523,1.798376181,Target
524,2000524,-0.393569836,Untarget
525,2000525,0.626218391,Target
526,2000526,0.511310122,Target
527,2000527,-0.218499678,Untarget
528,2000528,0.07815533,Target
529,2000529,0.468369074,Target
530,2000530,3.392890983,Target
531,2000531,1.930060571,Target
532,2000532,0.422747103,Target
533,2000533,-1.305391659,Untarget
534,2000534,-0.341970846,Untarget
535,2000535,0.94937336,Target
536,2000536,-1.891212748,Untarget
537,2000537,2.191177184,Target
538,2000538,-1.09086306,Untarget
539,2000539,-1.013829683,Untarget
540,2000540,0.227905658,Target
541,2000541,0.241626578,Target
542,2000542,-1.269928294,Untarget
543,2000543,0.608629987,Target
544,2000544,0.783740668,Target
545,2000545,4.208314385,Target
546,2000546,-0.390287905,Untarget
547,2000547,-0.160663494,Untarget
548,2000548,-1.798440051,Untarget
549,2000549,-0.756445297,Untarget
550,2000550,0.817976517,Target
551,2000551,-0.456782523,Untarget
552,2000552,0.220879609,Target
553,2000553,-0.040667772,Untarget
554,2000554,1.609805037,Target
555,2000555,-0.348883773,Untarget
556,2000556,0.11197982,Target
557,2000557,-0.47010356,Untarget
558,2000558,-0.154416215,Untarget
559,2000559,7.787341077,Target
560,2000560,1.880497764,Target
561,2000561,-0.043584064,Untarget
562,2000562,-0.179550874,Untarget
563,2000563,1.151243851,Target
564,2000564,0.183125675,Target
565,2000565,0.771217981,Target
566,2000566,0.162355722,Target
567,2000567,6.784061176,Target
568,2000568,2.566911416,Target
569,2000569,0.825517846,Target
570,2000570,2.045050364,Target
571,2000571,-1.355151376,Untarget
572,2000572,-0.94211915,Untarget
573,2000573,0.629970734,Target
574,2000574,-0.085948989,Untarget
575,2000575,-0.902712522,Untarget
576,2000576,0.05961018,Target
577,2000577,0.032472205,Target
578,2000578,-0.008749004,Untarget
579,2000579,1.541830815,Target
580,2000580,0.683009323,Target
581,2000581,-0.200270281,Untarget
582,2000582,2.722573203,Target
583,2000583,-0.718833362,Untarget
584,2000584,-0.663705381,Untarget
585,2000585,-0.230147097,Untarget
586,2000586,0.96915063,Target
587,2000587,4.189537687,Target
588,2000588,0.82719018,Target
589,2000589,-1.101387873,Untarget
590,2000590,-2.190330632,Untarget
591,2000591,0.963395783,Target
592,2000592,-0.557769542,Untarget
593,2000593,0.878529827,Target
594,2000594,-1.908969707,Untarget
595,2000595,-0.926086836,Untarget
596,2000596,-1.274944801,Untarget
597,2000597,0.760429834,Target
598,2000598,1.489315951,Target
599,2000599,1.395895223,Target
600,2000600,0.19605759,Target
601,2000601,-2.34777244,Untarget
602,2000602,0.486434522,Target
603,2000603,0.004595617,Target
604,2000604,-0.964893626,Untarget
605,2000605,0.033229321,Target
606,2000606,-1.004005654,Untarget
607,2000607,0.079708676,Target
608,2000608,0.403431167,Target
609,2000609,-0.709911576,Untarget
610,2000610,-0.15160153,Untarget
611,2000611,1.330044467,Target
612,2000612,1.144550757,Target
613,2000613,0.585753853,Target
614,2000614,1.484823884,Target
615,2000615,-0.066907643,Untarget
616,2000616,-0.094303876,Untarget
617,2000617,-0.771981274,Untarget
618,2000618,-0.093538791,Untarget
619,2000619,-2.034376023,Untarget
620,2000620,1.354419772,Target
621,2000621,0.485639184,Target
622,2000622,1.556025168,Target
623,2000623,-0.228120085,Untarget
624,2000624,0.99771047,Target
625,2000625,0.195076474,Target
626,2000626,2.874169174,Target
627,2000627,3.285844184,Target
628,2000628,-0.541460337,Untarget
629,2000629,1.43581602,Target
630,2000630,0.007677158,Target
631,2000631,2.090808759,Target
632,2000632,1.772409514,Target
633,2000633,-0.288994788,Untarget
634,2000634,1.30721513,Target
635,2000635,1.906891148,Target
636,2000636,0.928702503,Target
637,2000637,-5.541784174,Untarget
638,2000638,1.194058787,Target
639,2000639,2.742427769,Target
640,2000640,0.760630867,Target
641,2000641,-0.136852258,Untarget
642,2000642,-0.628937565,Untarget
643,2000643,-0.010114513,Untarget
644,2000644,0.288306005,Target
645,2000645,0.472529696,Target
646,2000646,1.632982848,Target
647,2000647,-0.476425147,Untarget
648,2000648,-0.29021721,Untarget
649,2000649,1.539412395,Target
650,2000650,-0.008183066,Untarget
651,2000651,4.413681831,Target
652,2000652,-0.128662564,Untarget
653,2000653,0.357937405,Target
654,2000654,0.731427847,Target
655,2000655,-1.099930967,Untarget
656,2000656,0.020014416,Target
657,2000657,0.471268959,Target
658,2000658,0.434179902,Target
659,2000659,-0.158560926,Untarget
660,2000660,1.195802235,Target
661,2000661,0.033884521,Target
662,2000662,3.275664102,Target
663,2000663,0.783622939,Target
664,2000664,0.909519688,Target
665,2000665,-0.941751652,Untarget
666,2000666,1.048545754,Target
667,2000667,-0.224698994,Untarget
668,2000668,-2.81497796,Untarget
669,2000669,-0.984381697,Untarget
670,2000670,-1.967301385,Untarget
671,2000671,-3.256748395,Untarget
672,2000672,1.291780512,Target
673,2000673,0.20587625,Target
674,2000674,1.966197945,Target
675,2000675,0.006537491,Target
676,2000676,-0.168737028,Untarget
677,2000677,5.190170083,Target
678,2000678,1.242662239,Target
679,2000679,0.391842978,Target
680,2000680,3.007965757,Target
681,2000681,0.361898678,Target
682,2000682,-0.876458619,Untarget
683,2000683,0.053656328,Target
684,2000684,-0.403774294,Untarget
685,2000685,3.54859934,Target
686,2000686,0.146868197,Target
687,2000687,0.627462447,Target
688,2000688,-0.014933015,Untarget
689,2000689,-0.427325722,Untarget
690,2000690,-0.654476891,Untarget
691,2000691,-0.027152027,Untarget
692,2000692,2.91336181,Target
693,2000693,0.28277375,Target
694,2000694,-0.028781474,Untarget
695,2000695,-0.263315464,Untarget
696,2000696,1.652912157,Target
697,2000697,0.579273279,Target
698,2000698,-1.063141543,Untarget
699,2000699,-0.059432655,Untarget
700,2000700,0.05335703,Target
701,2000701,-0.227122605,Untarget
702,2000702,-0.233825592,Untarget
703,2000703,0.832263859,Target
704,2000704,-0.146107633,Untarget
705,2000705,1.859974421,Target
706,2000706,-0.637230355,Untarget
707,2000707,2.024914531,Target
708,2000708,1.901537093,Target
709,2000709,0.618645963,Target
710,2000710,1.143671904,Target
711,2000711,0.063381862,Target
712,2000712,3.674680446,Target
713,2000713,-0.130436029,Untarget
714,2000714,0.195551037,Target
715,2000715,0.005173152,Target
716,2000716,-0.616886947,Untarget
717,2000717,0.818279208,Target
718,2000718,-0.310204132,Untarget
719,2000719,-0.417521318,Untarget
720,2000720,3.779740991,Target
721,2000721,-0.194045037,Untarget
722,2000722,0.88972183,Target
723,2000723,-2.447216212,Untarget
724,2000724,1.789282949,Target
725,2000725,-0.48379355,Untarget
726,2000726,1.781438313,Target
727,2000727,1.809484606,Target
728,2000728,-0.10971401,Untarget
729,2000729,-0.188292305,Untarget
730,2000730,-1.008094869,Untarget
731,2000731,0.371998501,Target
732,2000732,1.300469105,Target
733,2000733,0.296245563,Target
734,2000734,-0.583868943,Untarget
735,2000735,0.671825927,Target
736,2000736,-0.309578551,Untarget
737,2000737,-0.448343081,Untarget
738,2000738,-0.663408208,Untarget
739,2000739,3.529145457,Target
740,2000740,-1.269928294,Untarget
741,2000741,1.649887984,Target
742,2000742,-0.045852701,Untarget
743,2000743,-0.609298806,Untarget
744,2000744,0.008881425,Target
745,2000745,-0.154227985,Untarget
746,2000746,1.083048041,Target
747,2000747,-0.472755732,Untarget
748,2000748,2.035786608,Target
749,2000749,-0.193880705,Untarget
750,2000750,-0.02799453,Untarget
751,2000751,0.161428867,Target
752,2000752,-0.065206733,Untarget
753,2000753,-0.401102501,Untarget
754,2000754,-0.476994147,Untarget
755,2000755,1.390807956,Target
756,2000756,0.683009323,Target
757,2000757,0.004091306,Target
758,2000758,0.349183064,Target
759,2000759,0.061364724,Target
760,2000760,0.103859304,Target
761,2000761,2.939223196,Target
762,2000762,1.258354093,Target
763,2000763,-0.6439511,Untarget
764,2000764,0.681525925,Target
765,2000765,-0.202005659,Untarget
766,2000766,-0.378123635,Untarget
767,2000767,-0.040646257,Untarget
768,2000768,0.275097949,Target
769,2000769,3.799882392,Target
770,2000770,-0.272384686,Untarget
771,2000771,1.402544636,Target
772,2000772,3.075259652,Target
773,2000773,-0.685468248,Untarget
774,2000774,0.525900826,Target
775,2000775,-0.08712536,Untarget
776,2000776,0.827330099,Target
777,2000777,2.04931184,Target
778,2000778,-0.732236049,Untarget
779,2000779,0.947710241,Target
780,2000780,-0.186561113,Untarget
781,2000781,-0.219844327,Untarget
782,2000782,-2.177525048,Untarget
783,2000783,1.139671669,Target
784,2000784,-0.808861394,Untarget
785,2000785,0.67221593,Target
786,2000786,1.065551274,Target
787,2000787,0.485983669,Target
788,2000788,-1.015022455,Untarget
789,2000789,0.248645883,Target
790,2000790,1.389806563,Target
791,2000791,-3.139227377,Untarget
792,2000792,-1.856588406,Untarget
793,2000793,-1.936324103,Untarget
794,2000794,-0.818224541,Untarget
795,2000795,0.295989953,Target
796,2000796,-0.387280981,Untarget
797,2000797,-0.897460434,Untarget
798,2000798,-0.077003581,Untarget
799,2000799,-0.89625864,Untarget
800,2000800,-1.299701533,Untarget
801,2000801,0.458192463,Target
802,2000802,0.680776895,Target
803,2000803,0.245417509,Target
804,2000804,0.01064746,Target
805,2000805,0.812743582,Target
806,2000806,0.548065648,Target
807,2000807,-0.522394121,Untarget
808,2000808,0.211947125,Target
809,2000809,0.851008272,Target
810,2000810,0.196653775,Target
811,2000811,0.443022715,Target
812,2000812,-0.214740625,Untarget
813,2000813,-0.031042086,Untarget
814,2000814,-1.970319512,Untarget
815,2000815,0.244975793,Target
816,2000816,-0.75522951,Untarget
817,2000817,0.903117311,Target
818,2000818,-0.504776979,Untarget
819,2000819,0.70601936,Target
820,2000820,-0.076779914,Untarget
821,2000821,4.111489147,Target
822,2000822,0.147979647,Target
823,2000823,0.155988065,Target
824,2000824,0.472656779,Target
825,2000825,0.011356268,Target
826,2000826,-2.190330632,Untarget
827,2000827,-1.672999664,Untarget
828,2000828,-0.29815271,Untarget
829,2000829,0.302179327,Target
830,2000830,-0.033231839,Untarget
831,2000831,0.224980042,Target
832,2000832,-0.198544888,Untarget
833,2000833,0.83054086,Target
834,2000834,-0.085681508,Untarget
835,2000835,-0.09277488,Untarget
836,2000836,-0.443188857,Untarget
837,2000837,0.481588211,Target
838,2000838,-0.115298304,Untarget
839,2000839,3.30274362,Target
840,2000840,-0.110902671,Untarget
841,2000841,-0.089286334,Untarget
842,2000842,-1.239225043,Untarget
843,2000843,1.86798933,Target
844,2000844,0.732010362,Target
845,2000845,-0.053507086,Untarget
846,2000846,-0.385498928,Untarget
847,2000847,0.332028678,Target
848,2000848,-1.633026681,Untarget
849,2000849,-0.060083385,Untarget
850,2000850,-0.048175201,Untarget
851,2000851,3.038464165,Target
852,2000852,-0.001554906,Untarget
853,2000853,-0.016621698,Untarget
854,2000854,-0.794333285,Untarget
855,2000855,-0.101354466,Untarget
