,user_id,score,indicator
5273,2005273,0.374783756,Target
5274,2005274,0.174706128,Target
5275,2005275,1.403929104,Target
5276,2005276,0.665578872,Target
5277,2005277,1.645798344,Target
5278,2005278,0.009229577,Target
5279,2005279,-0.782536631,Untarget
5280,2005280,1.447866363,Target
5281,2005281,-0.49241913,Untarget
5282,2005282,-0.083714478,Untarget
5283,2005283,0.135028755,Target
5284,2005284,-0.277174395,Untarget
5285,2005285,-0.004704245,Untarget
5286,2005286,-0.39948152,Untarget
5287,2005287,-0.049748913,Untarget
5288,2005288,1.262868712,Target
5289,2005289,1.628972087,Target
5290,2005290,-0.863318664,Untarget
5291,2005291,0.230045243,Target
5292,2005292,0.242985973,Target
5293,2005293,0.914393978,Target
5294,2005294,-0.094573267,Untarget
5295,2005295,1.009663034,Target
5296,2005296,0.200596141,Target
5297,2005297,-0.803534803,Untarget
5298,2005298,0.050344373,Target
5299,2005299,0.887528321,Target
5300,2005300,-0.162208111,Untarget
5301,2005301,-1.084659925,Untarget
5302,2005302,1.263922904,Target
5303,2005303,-0.050213338,Untarget
5304,2005304,-0.137080773,Untarget
5305,2005305,-0.094958895,Untarget
5306,2005306,0.194889498,Target
5307,2005307,0.078051665,Target
5308,2005308,0.101711022,Target
5309,2005309,0.133160706,Target
5310,2005310,1.26089927,Target
5311,2005311,0.431563965,Target
5312,2005312,0.943825071,Target
5313,2005313,-0.470838961,Untarget
5314,2005314,-0.448743016,Untarget
5315,2005315,0.093060264,Target
5316,2005316,-0.331590751,Untarget
5317,2005317,0.302179327,Target
5318,2005318,0.836921094,Target
5319,2005319,0.51184887,Target
5320,2005320,-0.559467857,Untarget
5321,2005321,-0.137153624,Untarget
5322,2005322,-0.574227255,Untarget
5323,2005323,2.157919426,Target
5324,2005324,-0.040333661,Untarget
5325,2005325,-0.397658163,Untarget
5326,2005326,-0.268921312,Untarget
5327,2005327,3.574415772,Target
5328,2005328,-0.249647802,Untarget
5329,2005329,0.309932564,Target
5330,2005330,2.008400767,Target
5331,2005331,-0.713859283,Untarget
5332,2005332,0.476425596,Target
5333,2005333,0.474131243,Target
5334,2005334,1.552295759,Target
5335,2005335,2.813589392,Target
5336,2005336,2.737443977,Target
5337,2005337,-1.565682861,Untarget
5338,2005338,-0.071609967,Untarget
5339,2005339,-0.838063027,Untarget
5340,2005340,0.777841709,Target
5341,2005341,0.197619737,Target
5342,2005342,0.786385617,Target
5343,2005343,0.155988065,Target
5344,2005344,-0.221816169,Untarget
5345,2005345,0.180394769,Target
5346,2005346,0.574376761,Target
5347,2005347,-0.79260089,Untarget
5348,2005348,2.509779575,Target
5349,2005349,0.165614589,Target
5350,2005350,-0.17725151,Untarget
5351,2005351,0.951256657,Target
5352,2005352,-0.862174525,Untarget
5353,2005353,-0.197468594,Untarget
5354,2005354,0.973139967,Target
5355,2005355,1.714498137,Target
5356,2005356,0.05718124,Target
5357,2005357,-0.348949977,Untarget
5358,2005358,0.055586925,Target
5359,2005359,0.135422141,Target
5360,2005360,0.818279208,Target
5361,2005361,2.009288681,Target
5362,2005362,-1.169355039,Untarget
5363,2005363,-0.905691745,Untarget
5364,2005364,0.317048585,Target
5365,2005365,-0.060006367,Untarget
5366,2005366,0.900964199,Target
5367,2005367,-0.244554049,Untarget
5368,2005368,1.720172951,Target
5369,2005369,-0.300529696,Untarget
5370,2005370,0.420400523,Target
5371,2005371,-1.098720216,Untarget
5372,2005372,-0.312846692,Untarget
5373,2005373,-1.173217173,Untarget
5374,2005374,0.353146541,Target
5375,2005375,-0.155369916,Untarget
5376,2005376,-0.247575574,Untarget
5377,2005377,0.581918816,Target
5378,2005378,-1.740608209,Untarget
5379,2005379,-0.230766823,Untarget
5380,2005380,1.330775113,Target
5381,2005381,0.233305326,Target
5382,2005382,0.998482387,Target
5383,2005383,-0.871019663,Untarget
5384,2005384,0.886725891,Target
5385,2005385,-0.913733989,Untarget
5386,2005386,-0.052530112,Untarget
5387,2005387,0.375524842,Target
5388,2005388,0.496303841,Target
5389,2005389,-0.424438126,Untarget
5390,2005390,2.861800669,Target
5391,2005391,1.622826571,Target
5392,2005392,-0.18957579,Untarget
5393,2005393,1.403390556,Target
5394,2005394,-0.286597277,Untarget
5395,2005395,-0.016413985,Untarget
5396,2005396,-0.549853448,Untarget
5397,2005397,-0.071795183,Untarget
5398,2005398,0.100867112,Target
5399,2005399,-0.829857217,Untarget
5400,2005400,-0.201328771,Untarget
5401,2005401,-0.155281224,Untarget
5402,2005402,0.823565774,Target
5403,2005403,-1.174346982,Untarget
5404,2005404,2.391655749,Target
5405,2005405,0.484903661,Target
5406,2005406,0.144315838,Target
5407,2005407,3.239092951,Target
5408,2005408,-0.044185203,Untarget
5409,2005409,0.204875362,Target
5410,2005410,3.317700476,Target
5411,2005411,0.101236595,Target
5412,2005412,0.788932545,Target
5413,2005413,0.322783078,Target
5414,2005414,0.67993055,Target
5415,2005415,-0.111106604,Untarget
5416,2005416,-0.186029694,Untarget
5417,2005417,1.880382402,Target
5418,2005418,-2.498265371,Untarget
5419,2005419,-1.59684297,Untarget
5420,2005420,-0.102671199,Untarget
5421,2005421,0.763769381,Target
5422,2005422,0.066237151,Target
5423,2005423,-1.398694459,Untarget
5424,2005424,0.013218327,Target
5425,2005425,0.217648433,Target
5426,2005426,0.384671837,Target
5427,2005427,0.162434639,Target
5428,2005428,0.001323852,Target
5429,2005429,0.579599244,Target
5430,2005430,-0.280062876,Untarget
5431,2005431,-0.352690244,Untarget
5432,2005432,1.628480401,Target
5433,2005433,1.582971914,Target
5434,2005434,-0.05726687,Untarget
5435,2005435,-0.325822543,Untarget
5436,2005436,1.003643042,Target
5437,2005437,-0.178726294,Untarget
5438,2005438,-0.761008425,Untarget
5439,2005439,-0.549293868,Untarget
5440,2005440,1.296840126,Target
5441,2005441,0.193624843,Target
5442,2005442,-0.866901766,Untarget
5443,2005443,3.212132498,Target
5444,2005444,0.786321161,Target
5445,2005445,-0.744652941,Untarget
5446,2005446,0.749447118,Target
5447,2005447,0.094653252,Target
5448,2005448,-0.341744929,Untarget
5449,2005449,-0.172612816,Untarget
5450,2005450,0.796397715,Target
5451,2005451,3.075259652,Target
5452,2005452,-0.34443481,Untarget
5453,2005453,-1.790984529,Untarget
5454,2005454,2.74251542,Target
5455,2005455,0.667593172,Target
5456,2005456,0.460217318,Target
5457,2005457,1.580565214,Target
5458,2005458,-3.128850008,Untarget
5459,2005459,-1.467627953,Untarget
5460,2005460,0.640656278,Target
5461,2005461,0.826001873,Target
5462,2005462,-0.453036511,Untarget
5463,2005463,0.519164038,Target
5464,2005464,-0.052312398,Untarget
5465,2005465,-0.290184822,Untarget
5466,2005466,0.547505422,Target
5467,2005467,0.764658938,Target
5468,2005468,-2.779840856,Untarget
5469,2005469,2.550652524,Target
5470,2005470,0.23096405,Target
5471,2005471,-0.100597334,Untarget
5472,2005472,-0.121788582,Untarget
5473,2005473,1.262609675,Target
5474,2005474,-0.550751804,Untarget
5475,2005475,-0.376883384,Untarget
5476,2005476,2.979234592,Target
5477,2005477,-1.822908644,Untarget
5478,2005478,7.005109536,Target
5479,2005479,-0.11285921,Untarget
5480,2005480,-0.041096738,Untarget
5481,2005481,-0.371361633,Untarget
5482,2005482,0.297211209,Target
5483,2005483,0.002932857,Target
5484,2005484,-0.402073213,Untarget
5485,2005485,-0.504438572,Untarget
5486,2005486,0.062325576,Target
5487,2005487,-0.273912784,Untarget
5488,2005488,0.941353212,Target
5489,2005489,-0.550060427,Untarget
5490,2005490,0.855344563,Target
5491,2005491,-0.336050958,Untarget
5492,2005492,3.409016773,Target
5493,2005493,-0.347666707,Untarget
5494,2005494,0.332841269,Target
5495,2005495,-0.326281258,Untarget
5496,2005496,-0.171538096,Untarget
5497,2005497,-0.646508348,Untarget
5498,2005498,-0.082505826,Untarget
5499,2005499,-0.329756754,Untarget
5500,2005500,0.047092748,Target
5501,2005501,-0.06981671,Untarget
5502,2005502,1.217068267,Target
5503,2005503,0.413094609,Target
5504,2005504,-0.016660847,Untarget
5505,2005505,1.200220521,Target
5506,2005506,1.141546519,Target
5507,2005507,1.372454209,Target
5508,2005508,-0.247394146,Untarget
5509,2005509,-1.28024079,Untarget
5510,2005510,0.736842012,Target
5511,2005511,-0.147502973,Untarget
5512,2005512,-1.146988999,Untarget
5513,2005513,3.550703838,Target
5514,2005514,-0.086156375,Untarget
5515,2005515,0.768930599,Target
5516,2005516,2.189782812,Target
5517,2005517,-0.082711784,Untarget
5518,2005518,0.607474634,Target
5519,2005519,-0.441225503,Untarget
5520,2005520,-1.81539972,Untarget
5521,2005521,-2.829858839,Untarget
5522,2005522,0.286741986,Target
5523,2005523,0.495929974,Target
5524,2005524,-1.325972375,Untarget
5525,2005525,0.633456025,Target
5526,2005526,0.244975793,Target
5527,2005527,-0.278466725,Untarget
5528,2005528,-0.316761864,Untarget
5529,2005529,2.3626751,Target
5530,2005530,0.510689249,Target
5531,2005531,-1.669341263,Untarget
5532,2005532,0.336863893,Target
5533,2005533,0.117270786,Target
5534,2005534,1.206315601,Target
5535,2005535,-0.017748231,Untarget
5536,2005536,0.762177255,Target
5537,2005537,0.008536439,Target
5538,2005538,0.074186528,Target
5539,2005539,-0.735676034,Untarget
5540,2005540,-0.617127132,Untarget
5541,2005541,-0.544932129,Untarget
5542,2005542,-0.125128096,Untarget
5543,2005543,1.388903329,Target
5544,2005544,0.60767586,Target
5545,2005545,1.261857873,Target
5546,2005546,-0.21063652,Untarget
5547,2005547,-1.28536145,Untarget
5548,2005548,-0.91727883,Untarget
5549,2005549,1.789239641,Target
5550,2005550,2.910705216,Target
5551,2005551,1.547165965,Target
5552,2005552,0.451489732,Target
5553,2005553,-0.176404578,Untarget
5554,2005554,0.154119866,Target
5555,2005555,0.885663329,Target
5556,2005556,5.297865305,Target
5557,2005557,0.435573935,Target
5558,2005558,1.132746866,Target
5559,2005559,-0.462809381,Untarget
5560,2005560,-0.032220853,Untarget
5561,2005561,-0.299524338,Untarget
5562,2005562,0.93123805,Target
5563,2005563,0.298352891,Target
5564,2005564,-0.438667916,Untarget
5565,2005565,-0.149106773,Untarget
5566,2005566,2.273486844,Target
5567,2005567,-0.973649132,Untarget
5568,2005568,0.365108637,Target
5569,2005569,0.669162395,Target
5570,2005570,0.021086108,Target
5571,2005571,0.522178327,Target
5572,2005572,-0.321203942,Untarget
5573,2005573,1.101715447,Target
5574,2005574,0.751473611,Target
5575,2005575,0.396706497,Target
5576,2005576,0.095576732,Target
5577,2005577,0.254461818,Target
5578,2005578,1.07491145,Target
5579,2005579,-0.610135476,Untarget
5580,2005580,0.552318851,Target
5581,2005581,-0.331042267,Untarget
5582,2005582,-0.021177342,Untarget
5583,2005583,-0.702696768,Untarget
5584,2005584,-0.147092061,Untarget
5585,2005585,-0.311277186,Untarget
5586,2005586,-0.554012116,Untarget
5587,2005587,2.06985823,Target
5588,2005588,-1.970319512,Untarget
5589,2005589,1.4281226,Target
5590,2005590,-2.078534521,Untarget
5591,2005591,-0.071467715,Untarget
5592,2005592,-0.397762465,Untarget
5593,2005593,1.073671019,Target
5594,2005594,-0.392190493,Untarget
5595,2005595,2.343845987,Target
5596,2005596,0.657134549,Target
5597,2005597,1.006184711,Target
5598,2005598,-0.557376804,Untarget
5599,2005599,0.939157877,Target
5600,2005600,-1.910963953,Untarget
5601,2005601,-0.362922911,Untarget
5602,2005602,0.036599216,Target
5603,2005603,0.101342335,Target
5604,2005604,0.569924232,Target
5605,2005605,1.290533809,Target
5606,2005606,-0.382972601,Untarget
5607,2005607,0.926545029,Target
5608,2005608,-0.130812986,Untarget
5609,2005609,-1.304955858,Untarget
5610,2005610,-1.941447917,Untarget
5611,2005611,1.060419723,Target
5612,2005612,1.043556165,Target
5613,2005613,-0.941751652,Untarget
5614,2005614,-0.841127262,Untarget
5615,2005615,0.62031008,Target
5616,2005616,-0.071813458,Untarget
5617,2005617,-0.219214022,Untarget
5618,2005618,1.908656897,Target
5619,2005619,0.714336721,Target
5620,2005620,1.330047516,Target
5621,2005621,0.900507146,Target
5622,2005622,-0.129574207,Untarget
5623,2005623,-2.195620406,Untarget
5624,2005624,-1.903833761,Untarget
5625,2005625,1.164110009,Target
5626,2005626,1.688967259,Target
5627,2005627,-0.14156678,Untarget
5628,2005628,0.171934619,Target
5629,2005629,1.484823884,Target
5630,2005630,0.572535604,Target
5631,2005631,0.343079528,Target
5632,2005632,0.481918741,Target
5633,2005633,-0.062202874,Untarget
5634,2005634,1.683407445,Target
5635,2005635,-0.103909333,Untarget
5636,2005636,0.530100056,Target
5637,2005637,0.074381891,Target
5638,2005638,2.022757178,Target
5639,2005639,1.001575758,Target
5640,2005640,0.882366002,Target
5641,2005641,1.048507205,Target
5642,2005642,0.252112019,Target
5643,2005643,1.414186591,Target
5644,2005644,0.268762712,Target
5645,2005645,-1.903833761,Untarget
5646,2005646,0.2342576,Target
5647,2005647,-0.449741056,Untarget
5648,2005648,-0.817328321,Untarget
5649,2005649,0.047677607,Target
5650,2005650,-0.22838489,Untarget
5651,2005651,-1.108475065,Untarget
5652,2005652,4.004648682,Target
5653,2005653,2.823862653,Target
5654,2005654,2.591017566,Target
5655,2005655,2.473438702,Target
5656,2005656,-0.119420656,Untarget
5657,2005657,0.370218897,Target
5658,2005658,2.638097608,Target
5659,2005659,0.66009436,Target
5660,2005660,-0.007547357,Untarget
5661,2005661,0.295989953,Target
5662,2005662,3.404684408,Target
5663,2005663,-0.590070313,Untarget
5664,2005664,0.502184531,Target
5665,2005665,-0.28927755,Untarget
5666,2005666,0.335045836,Target
5667,2005667,0.110147913,Target
5668,2005668,0.214902234,Target
5669,2005669,0.744583705,Target
5670,2005670,2.013987211,Target
5671,2005671,0.644332166,Target
5672,2005672,0.131702738,Target
5673,2005673,1.89719443,Target
5674,2005674,0.217431,Target
5675,2005675,0.014334424,Target
5676,2005676,3.040271241,Target
5677,2005677,0.426225626,Target
5678,2005678,-0.322635907,Untarget
5679,2005679,0.311901408,Target
5680,2005680,-0.199705983,Untarget
5681,2005681,2.555845693,Target
5682,2005682,-2.223929334,Untarget
5683,2005683,0.340847495,Target
5684,2005684,6.555686658,Target
5685,2005685,-0.997792587,Untarget
5686,2005686,0.33560957,Target
5687,2005687,4.292768215,Target
5688,2005688,0.355379933,Target
5689,2005689,0.605837921,Target
5690,2005690,1.51955269,Target
5691,2005691,-0.088858355,Untarget
5692,2005692,-0.060371194,Untarget
5693,2005693,1.086607808,Target
5694,2005694,-0.009834128,Untarget
5695,2005695,-0.694471354,Untarget
5696,2005696,3.094238938,Target
5697,2005697,-0.112613081,Untarget
5698,2005698,4.521769639,Target
5699,2005699,0.369644021,Target
5700,2005700,-0.965433324,Untarget
5701,2005701,-1.325972375,Untarget
5702,2005702,-0.221970834,Untarget
5703,2005703,1.246214579,Target
5704,2005704,-0.650432774,Untarget
5705,2005705,-0.562423365,Untarget
5706,2005706,-0.084402214,Untarget
5707,2005707,0.337704925,Target
5708,2005708,0.877425248,Target
5709,2005709,-0.777603468,Untarget
5710,2005710,-0.765539292,Untarget
5711,2005711,1.727544357,Target
5712,2005712,-0.120069625,Untarget
5713,2005713,-0.632060866,Untarget
5714,2005714,1.098970877,Target
5715,2005715,1.730857705,Target
5716,2005716,-1.375033791,Untarget
5717,2005717,-0.841127262,Untarget
5718,2005718,-2.170665224,Untarget
5719,2005719,-0.142736772,Untarget
5720,2005720,1.298236874,Target
5721,2005721,-0.060371194,Untarget
5722,2005722,-1.844155747,Untarget
5723,2005723,0.966128196,Target
5724,2005724,-0.144703746,Untarget
5725,2005725,0.022643559,Target
5726,2005726,-0.070124361,Untarget
5727,2005727,0.403675692,Target
5728,2005728,-0.047104335,Untarget
5729,2005729,-0.764500099,Untarget
5730,2005730,0.629989795,Target
5731,2005731,-1.419900514,Untarget
5732,2005732,-0.259808937,Untarget
5733,2005733,-0.110470128,Untarget
5734,2005734,-0.403096745,Untarget
5735,2005735,2.987213677,Target
5736,2005736,0.040784812,Target
5737,2005737,1.936317175,Target
5738,2005738,-0.778447582,Untarget
5739,2005739,0.270018282,Target
5740,2005740,1.185646042,Target
5741,2005741,0.868869749,Target
5742,2005742,-1.305138353,Untarget
5743,2005743,-0.326636505,Untarget
5744,2005744,0.990443891,Target
5745,2005745,-1.24798639,Untarget
5746,2005746,-0.481058061,Untarget
5747,2005747,0.681933336,Target
5748,2005748,0.181165579,Target
5749,2005749,-0.070909626,Untarget
5750,2005750,1.338057092,Target
5751,2005751,-0.379940717,Untarget
5752,2005752,1.374376089,Target
5753,2005753,0.906082786,Target
5754,2005754,3.285406163,Target
5755,2005755,0.531193085,Target
5756,2005756,-0.481013998,Untarget
5757,2005757,1.256909207,Target
5758,2005758,-0.510053137,Untarget
5759,2005759,-0.959723318,Untarget
5760,2005760,-0.252282033,Untarget
5761,2005761,0.169514965,Target
5762,2005762,0.358655917,Target
5763,2005763,0.154498208,Target
5764,2005764,0.231243045,Target
5765,2005765,1.98818514,Target
5766,2005766,1.279700727,Target
5767,2005767,1.844543515,Target
5768,2005768,0.274521905,Target
5769,2005769,-0.20078702,Untarget
5770,2005770,-0.817577295,Untarget
5771,2005771,-0.935323917,Untarget
5772,2005772,0.05882474,Target
5773,2005773,3.36894006,Target
5774,2005774,-0.09961338,Untarget
5775,2005775,1.515144366,Target
5776,2005776,-1.041139567,Untarget
5777,2005777,-0.481013998,Untarget
5778,2005778,1.651669535,Target
5779,2005779,0.761542967,Target
5780,2005780,0.866606262,Target
5781,2005781,0.750789514,Target
5782,2005782,-1.392240755,Untarget
5783,2005783,-0.17786857,Untarget
5784,2005784,0.22976438,Target
5785,2005785,-0.435327795,Untarget
5786,2005786,1.27129803,Target
5787,2005787,0.91587822,Target
5788,2005788,0.13325029,Target
5789,2005789,-1.240087541,Untarget
5790,2005790,0.081433797,Target
5791,2005791,-1.188561255,Untarget
5792,2005792,-0.534441094,Untarget
5793,2005793,0.971918343,Target
5794,2005794,1.007673181,Target
5795,2005795,2.098837796,Target
5796,2005796,1.493392079,Target
5797,2005797,-2.066000871,Untarget
5798,2005798,-0.276848593,Untarget
5799,2005799,1.340867328,Target
5800,2005800,-0.04626445,Untarget
5801,2005801,-0.311086712,Untarget
5802,2005802,-0.071668276,Untarget
5803,2005803,-1.040546568,Untarget
5804,2005804,0.119186906,Target
5805,2005805,0.505927651,Target
5806,2005806,1.36642332,Target
5807,2005807,0.026107029,Target
5808,2005808,1.911888576,Target
5809,2005809,-0.093136156,Untarget
5810,2005810,0.335512057,Target
5811,2005811,0.685049388,Target
5812,2005812,1.169319661,Target
5813,2005813,0.444515121,Target
5814,2005814,-0.028874141,Untarget
5815,2005815,1.500082846,Target
5816,2005816,-1.718596354,Untarget
5817,2005817,1.198913658,Target
5818,2005818,-0.657209654,Untarget
5819,2005819,-0.695533601,Untarget
5820,2005820,0.603190441,Target
5821,2005821,-0.67717467,Untarget
5822,2005822,-0.361363213,Untarget
5823,2005823,0.668469631,Target
5824,2005824,-1.932252756,Untarget
5825,2005825,0.403327452,Target
5826,2005826,0.127556797,Target
5827,2005827,0.948914198,Target
5828,2005828,-0.142139022,Untarget
5829,2005829,-0.222955395,Untarget
5830,2005830,-0.283967283,Untarget
5831,2005831,-0.130291619,Untarget
5832,2005832,-0.931265045,Untarget
5833,2005833,0.665182463,Target
5834,2005834,0.78209735,Target
5835,2005835,-0.387637384,Untarget
5836,2005836,-0.158664777,Untarget
5837,2005837,1.054492905,Target
5838,2005838,0.903117311,Target
5839,2005839,-0.056679754,Untarget
5840,2005840,-0.000906076,Untarget
5841,2005841,2.856132708,Target
5842,2005842,2.756078052,Target
5843,2005843,-0.587890011,Untarget
5844,2005844,0.265683837,Target
5845,2005845,-0.15504539,Untarget
5846,2005846,1.445825051,Target
5847,2005847,1.327499333,Target
5848,2005848,0.270577863,Target
5849,2005849,-0.070910412,Untarget
5850,2005850,-0.100681094,Untarget
5851,2005851,0.065652912,Target
5852,2005852,0.048306728,Target
5853,2005853,1.527952049,Target
5854,2005854,-0.451124779,Untarget
5855,2005855,0.384947833,Target
5856,2005856,0.505927651,Target
5857,2005857,-1.367717442,Untarget
5858,2005858,-0.277217365,Untarget
5859,2005859,-0.9832592,Untarget
5860,2005860,-0.249150479,Untarget
5861,2005861,-2.492896393,Untarget
5862,2005862,1.164221992,Target
5863,2005863,-0.605714257,Untarget
5864,2005864,0.723752576,Target
5865,2005865,0.037290713,Target
5866,2005866,-0.118254473,Untarget
5867,2005867,0.542897064,Target
5868,2005868,0.163522314,Target
5869,2005869,0.962816005,Target
5870,2005870,-2.340508862,Untarget
5871,2005871,0.691047226,Target
5872,2005872,0.204265038,Target
5873,2005873,-0.348856559,Untarget
5874,2005874,-0.743759529,Untarget
5875,2005875,-1.809807542,Untarget
5876,2005876,1.460182687,Target
5877,2005877,0.690434641,Target
5878,2005878,2.016688601,Target
5879,2005879,0.233597304,Target
5880,2005880,-0.328584544,Untarget
5881,2005881,1.102411402,Target
5882,2005882,-2.285589801,Untarget
5883,2005883,3.759375879,Target
5884,2005884,0.459562838,Target
5885,2005885,2.452421364,Target
5886,2005886,0.963373864,Target
5887,2005887,-4.001325244,Untarget
5888,2005888,-0.58284457,Untarget
5889,2005889,-0.131159765,Untarget
5890,2005890,1.373528841,Target
5891,2005891,6.555686658,Target
5892,2005892,0.443022715,Target
5893,2005893,-0.236383723,Untarget
5894,2005894,1.750343306,Target
5895,2005895,-0.491142691,Untarget
5896,2005896,-2.285589801,Untarget
5897,2005897,0.545936972,Target
5898,2005898,0.041605991,Target
5899,2005899,-0.593124065,Untarget
5900,2005900,3.739373695,Target
5901,2005901,0.217648433,Target
5902,2005902,-0.036975208,Untarget
5903,2005903,-1.004005654,Untarget
5904,2005904,0.026250026,Target
5905,2005905,2.0455568,Target
5906,2005906,0.403778518,Target
5907,2005907,1.400377693,Target
5908,2005908,0.984451446,Target
5909,2005909,-0.071386878,Untarget
5910,2005910,3.739373695,Target
5911,2005911,0.027864822,Target
5912,2005912,-0.119009913,Untarget
5913,2005913,1.129712722,Target
5914,2005914,-0.037963428,Untarget
5915,2005915,-0.560754302,Untarget
5916,2005916,-2.889042425,Untarget
5917,2005917,1.958434569,Target
5918,2005918,-0.407438478,Untarget
5919,2005919,-1.701908435,Untarget
5920,2005920,-1.790984529,Untarget
5921,2005921,-0.127412233,Untarget
5922,2005922,-4.796573157,Untarget
5923,2005923,1.375454723,Target
5924,2005924,1.546917295,Target
5925,2005925,0.347497641,Target
5926,2005926,2.626706979,Target
5927,2005927,-1.238980179,Untarget
5928,2005928,0.982124017,Target
5929,2005929,-1.239030277,Untarget
5930,2005930,-0.108920068,Untarget
5931,2005931,0.442472795,Target
5932,2005932,0.86077679,Target
5933,2005933,-0.406559699,Untarget
5934,2005934,-1.705117153,Untarget
5935,2005935,1.051085436,Target
5936,2005936,-1.082544077,Untarget
5937,2005937,1.414033477,Target
5938,2005938,0.691081559,Target
5939,2005939,-0.082539695,Untarget
5940,2005940,0.642033274,Target
5941,2005941,0.080680927,Target
5942,2005942,-1.406289116,Untarget
5943,2005943,-4.001325244,Untarget
5944,2005944,0.165351149,Target
5945,2005945,3.458530746,Target
5946,2005946,-0.696078606,Untarget
5947,2005947,-1.502256192,Untarget
5948,2005948,0.898958003,Target
5949,2005949,0.177287871,Target
5950,2005950,-0.215756097,Untarget
5951,2005951,0.292241823,Target
5952,2005952,-0.799238772,Untarget
5953,2005953,2.26952604,Target
5954,2005954,-0.678218105,Untarget
5955,2005955,3.718485376,Target
5956,2005956,0.021562603,Target
5957,2005957,-0.65741396,Untarget
5958,2005958,0.094288492,Target
5959,2005959,1.850878643,Target
5960,2005960,1.1692412,Target
5961,2005961,-2.407248372,Untarget
5962,2005962,-0.017740835,Untarget
5963,2005963,-2.746647089,Untarget
5964,2005964,1.313010744,Target
5965,2005965,0.987902741,Target
5966,2005966,0.030024111,Target
5967,2005967,0.812970095,Target
5968,2005968,-1.192446259,Untarget
5969,2005969,-1.173217173,Untarget
5970,2005970,0.926545029,Target
5971,2005971,0.496560874,Target
5972,2005972,0.564776664,Target
5973,2005973,-0.718522864,Untarget
5974,2005974,2.066512011,Target
5975,2005975,1.263191956,Target
5976,2005976,-0.315475541,Untarget
5977,2005977,1.547263912,Target
5978,2005978,-1.635498651,Untarget
5979,2005979,0.295989953,Target
5980,2005980,-2.196112191,Untarget
5981,2005981,3.482780962,Target
5982,2005982,-0.043074899,Untarget
5983,2005983,-0.675806415,Untarget
5984,2005984,-0.382413813,Untarget
5985,2005985,1.273979829,Target
5986,2005986,-0.626640386,Untarget
5987,2005987,-0.735716901,Untarget
5988,2005988,-0.031099983,Untarget
5989,2005989,1.644838893,Target
5990,2005990,2.841497771,Target
5991,2005991,2.204915722,Target
5992,2005992,-0.065959437,Untarget
5993,2005993,0.494431368,Target
5994,2005994,-1.709734823,Untarget
5995,2005995,2.607740547,Target
5996,2005996,-1.381884746,Untarget
5997,2005997,-1.573215341,Untarget
5998,2005998,-0.743287566,Untarget
5999,2005999,0.502643606,Target
6000,2006000,2.076054808,Target
6001,2006001,0.94937336,Target
6002,2006002,0.095871611,Target
6003,2006003,-1.004005654,Untarget
6004,2006004,-0.676697928,Untarget
6005,2006005,-1.725518133,Untarget
6006,2006006,0.252294751,Target
6007,2006007,2.202325571,Target
6008,2006008,-0.261580177,Untarget
6009,2006009,1.512238318,Target
6010,2006010,0.509309033,Target
6011,2006011,-0.504236546,Untarget
6012,2006012,-2.064772038,Untarget
6013,2006013,-0.563336668,Untarget
6014,2006014,-1.810525729,Untarget
6015,2006015,-0.107314211,Untarget
6016,2006016,2.863391893,Target
6017,2006017,1.579616622,Target
6018,2006018,0.851478612,Target
6019,2006019,-0.129435539,Untarget
6020,2006020,-0.387938416,Untarget
6021,2006021,0.729269072,Target
6022,2006022,-0.510095475,Untarget
6023,2006023,0.775463026,Target
6024,2006024,-0.121533957,Untarget
6025,2006025,0.082780707,Target
6026,2006026,-0.395842918,Untarget
6027,2006027,0.133730241,Target
6028,2006028,-1.119048532,Untarget
6029,2006029,1.026546354,Target
6030,2006030,-5.678271535,Untarget
6031,2006031,0.191219742,Target
6032,2006032,1.864592239,Target
6033,2006033,2.137229123,Target
6034,2006034,0.127620266,Target
6035,2006035,-0.153015186,Untarget
6036,2006036,0.635775338,Target
6037,2006037,-0.090523492,Untarget
6038,2006038,-0.003701919,Untarget
6039,2006039,-0.325064319,Untarget
6040,2006040,0.137728391,Target
6041,2006041,0.530778845,Target
6042,2006042,-0.57520226,Untarget
6043,2006043,0.223083275,Target
6044,2006044,-0.938873404,Untarget
6045,2006045,0.954409854,Target
6046,2006046,-0.62102321,Untarget
6047,2006047,1.206315601,Target
6048,2006048,0.041275189,Target
6049,2006049,0.292326151,Target
6050,2006050,0.499524191,Target
6051,2006051,-0.387247204,Untarget
6052,2006052,-0.097355727,Untarget
6053,2006053,2.499465097,Target
6054,2006054,-0.626281572,Untarget
6055,2006055,1.637253773,Target
6056,2006056,-1.81618229,Untarget
6057,2006057,0.283457562,Target
6058,2006058,-0.676423449,Untarget
6059,2006059,0.155756774,Target
6060,2006060,0.667593172,Target
6061,2006061,-2.08678807,Untarget
6062,2006062,-0.271358816,Untarget
6063,2006063,1.261252874,Target
6064,2006064,0.977355844,Target
6065,2006065,-0.611420666,Untarget
6066,2006066,0.256701549,Target
6067,2006067,-0.905795283,Untarget
6068,2006068,-0.528757387,Untarget
6069,2006069,-0.884955289,Untarget
6070,2006070,-0.598622002,Untarget
6071,2006071,2.343845987,Target
6072,2006072,1.04254203,Target
6073,2006073,0.933704561,Target
6074,2006074,0.509903944,Target
6075,2006075,0.345532986,Target
6076,2006076,-4.445136804,Untarget
6077,2006077,-0.341916837,Untarget
6078,2006078,1.075566329,Target
